Nr,Vorname,Nachname,Titel,Geschlecht,Konfession,Bemerkungen
1257,"Ignaz","Niegan",,2,0,"Heiratet am 23.4.1732 Maria Anna Rubanin, Kammerdienerin (P 13, 354r; (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 573)."
4206,"Johann Friedrich Wilhelm","Beyer","meist in Schönbrunn",0,0,"geb. 1725 in Gotha, sein Vater war Hofgärtner bei Herzog Friedrich II. von Sachsen-Gotha, dann im Dienst des Herzogs Carl Eugen von Württemberg. Nach auslandsaufenthalten im herzoglichen Dienst, schied aber 1767 aus. Wurde 1770 zum ""Hofmaler und Statuarius"" ernannt und heiratete 1771  Gabrielle Bertrand, geschieden 1785. Von Fürst Kaunitz protegiert, erhielt er den Auftrag, den Schönbrunner Garten mit Statuen zu schmücken. Leitete 1773-1780 die skulturale Ausgestaltung des Schlossparks (Zedinger, Bertrand, in Lothringens Erbe, 194). Starb 1796 (Schem 1796)"
5298,"Ignaz v.","Steinfeld (Reinfeld)",,0,0,
4229,"Andreas","Schicker",,0,0,"1778 gestrichen

mit Meister- und Mundköchen Schickart verw.?"
3892,"Maria Anna v.","Fritz d.J.",,0,0,"Tochter v. Adrian und Maria Anna F, Schwester von Elisabeth F. (AA 1729, 26.3.) ca. 1722 geboren (war 1729 7 Jahre alt). Aufnahme für M Elisabeth mit 13.8.1743 (ZA SR 44). 

Hat am 11.11.1751 Franz Seraphicus de Riffer geheiratet. Getraut von Andreas Fritz, SJ, in Beisein der Majestäten und der EH und EHInnen (GSchK, 1751/1, auch Hofburgpfarre,  Trauungsbuch, 1749-72, 21)."
94,"Alexander","Philebois d.Ä.","1735 h.e.",2,0,"Besoldung rückwirkend ab 1.10.1711. 1741 bekommt er eine Pension von 1000 fl (P 17, 50r). Starb am 4.6.1744. Seine Witwe Johanna Philebois bekommt Abfertigung von 1000 fl für sich und einen kranken Sohn (P 18, 11r)."
2848,"Gabriel","Gassner","1749-50 s.n.",2,0,
922,"Wendelin v.","Kirn",,2,0,"Sept 1743 gestorben"
1321,"Philipp","Gumpenhuber","1731 h.e.",2,0,"Sohn von Tobias G. 1731: mit besoldung a 1.mo aprilis
1741 bekommt er eine Pension von 230 fl (Prot 17, 50v)."
2474,"Anton","Timmer",,2,0,"Bruder von Joseph Timmer? Ist jedenfalls sein TZ! 

Um 1706-8.11.1764
Sehr wahrscheinlich mit Joseph und Leopold verwandt, betätitgte sich auch als Musiker im großherzogl. Hofstaat (Brauneis, Franz I. Stephan in Zedinger u.a. Innsbruck 1765, 130-4). 


Anton T. Heiratet am 9.10.1736 eine Margaretha Rueberin. TZ: Joseph Timmer, Friedrich Eilschenk (GSchK 1736; Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 610).

Im Trauungsbuch steht des Hzg von Lothringen Kammermusicus! Im Trauungsbuch der Hofburgpfarre steht Cammerdiener.

Heiratet die Tochter Gregori Ruebers, b. Stocator allhier und Catharina (St. Stephan Trauungsbuch 1735-37, 408).

1776 soll die Schwester der Kammerdiener Timmer   (Plural!) als Kammerfrau nach Mailand gehen (MT an Ferd, 1776, Arneth, Briefe MTs an ihre Kinder, Bd. 2, 40)."
1296,"Clara","Ziegler, geb. Springer","ab 1727 verh.",1,0,"heiratet am 7.1.1727 Johann Paul Springer, Kellerbinder (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 504). 

Eine Maria Clara Springer ist Taufpatin für die Tochter von Brunnenschöpfer Christian Eder, Clara, getauft am 30.12.1720 (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 99).

Sie starb am 9.10.1769 in der Stallburg (Hofburgpfarre, Sterbebuch, 1755-1824, 21)."
918,"Theresia","Häringer, geb. Wetzstein","1719 v.Wetzesheim",1,0,"Heirat vor 1729. starb im Dez 1742.

v"
1860,"Barbara","Mansperger, geb. Stadler","1734 h.e., seit 1737 verheiratet",1,0,"seit 1724 als Kuchlmensch am Hof, 
heiratet 1737 den Franz Sebastian Mansperger. (GSchK 1737). Geht mit Maria Anna mit in die NL."
3739,"Josepha v.","Vischer","1762 h.e.",1,0,"verw mit Johanna?

Heiratet am 20.7.1763 in Schönbrunn Peter Franz de Piza (?) incl legionis pedestris de Wied supremus vigiliarum magister, coelebs. In Präsenz v. MT und Fraz, EH Elisabeth, M. Anna und M. Christina. TZ waren Joseph Fr.v. Bartenstein, Hofrat, Cornelius v. Nenny, Richard d´Alton, colonel."
1147,"Emanuel Desvalls, G.v.","Boil (Boal)","K",2,0,"Heiratet am 15.8.1748 Anna Franziska G.v. Henckel Donnersmarck  (Hofburgpfarre, Tauf-, Trauungsbuch, 724). 

Wird 1765 mit nach Genua geschickt, um die Braut für Leopold nach Innsbruck zu bringen (Kh-M, 1765, 100, auch Zedinger, Innsbruck 22).

Sein Onkel, der alte General Emnauel Desvalls feierte 1774 seinen hundertsten Geburtstag, starb dann am 14. Juli 1774 (Kh-M, 1774, 20)."
3881,"Maria Anna","Brandauer","1741-44 am Brüsseler Hof",0,0,"ging mit Maria Anna in die NL. 

Tochter von Maria Barbara Brandauer, geb. Denck?"
2139,"Andreas","Merck",,2,0,"starb am 1.6.1723 (P 12, 153v)."
2912,"Joseph Alexander","Gordon",,2,0,"ein Joseph Jakob Gordon ist 1741 bei seiner Heirat jungherrschaftl Instruktor (Trauungsbuch St. Stephan 1739-41, 528).

Ein Gordon hatte während seines Aufenthalts in Brüssel viel im Haus des bevollm. Ministers Cobenzl verkehrt und dort eine Wiederanknüpfung der diplomatischen Beziehungen mit England vermittelt / angeregt. Daraufhin Stormond als Botschafter in Wien ernannt und Christian August Graf Seilern aus Regensburg nach London geschickt (Arneth, VIII, 16)."
131,"Johann Georg","Reinhardt","Titular-Komponist",2,0,"Besoldung rückwirkend ab 1.10.1711. bekommt 1741 eine Pension von 600 fl (P 17, 50r). Stirbt vor April 1743. Seine Witwe suppliziert, weil ihr Mann 49 Jahre bei Hof Organist gewesen war. (P 17, 341v). Vetter von Kilian Reinhard ( P 11, 558v)."
874,"Johann Kaspar","Hörmann",,2,0,"1741 bekommt er eine Pension von 100 fl (Prot 17, 36v)."
1092,"Franz Anton","Philebois","1731 h.e.",2,0,"1741 bekommt er eine Pension von 180 fl (P 17, 50v)."
656,"Heinrich","Holzhauser",,2,0,"Vater von Theresia Holzhauserin, verh Reutterin (ADB 28, 330-334). Auch Vater von Dominik und Susanna Helena, verh. Moscherosch?"
2521,"Josepha","Frech v. Ehrenfeld",,1,0,"1748 gestrichen wg Heirat mit dem dermahligen Schlosshauptmann zu Laxenburg Chev. De Majo (P 19, 370v). Heirat am 8.8.11748 (St. Augustin, Hofburgpfarre, Tauf-, Trauungsbuch, 1619-1755, 724)."
5893,"Sigmund Fr.v.","Enzenberg","1803 RM des Drag.Reg. Ferdinands, 1804 OWM, 1806 OstL des Drag.Reg. Johanns, wK",0,0,"v"
2378,"vacat","vacat",,0,0,
5059,"Franz Joseph","Pimperl",,0,0,
2099,"Georg","Leeb (Lech)","1739 SJ",2,0,"was war dazwischen???
1762 handschriftlich eingetragen"
1087,"Maria Barbara","Kanischbauer, geb. Marzan","1722 h.e., v. Hohenried",1,0,"Tochter von Maria Becker (P 9, 591r). Ehefrau von Kammergoldschmied Kanischbauer? 1722 handschriftlich dazugefügt statt Maria Becker."
2535,"Maria Theresia","Baurnjöpl, geb. Buchhamer","Witwe nach Paul B.",1,0,"heiratet am 13.8.1737 Paul Baurnjöpl (Hofburgpfarre, Tauf- und Trauungsbuch 1619-1755, 617). 

Aufnahme als Witwe mit 13.8.1743 als Kammerweib bei EH. M. Elisabeth mit jährl. 150 fl. (ZA SR 44, P 17, 395r).

Starb am 27.3.1760 (Hofburgpfarre, Sterbebuch 1755-1824, 5)."
2440,"Andreas","Matern",,2,0,"Aufnahme als Kammertürhüter 1750 mit 450 fl anstatt des jüngst verstorbenen Thomas Ussner (P 20, 510r). 

Ehemann von Eva Maria, geb. Wall, Mundköchin (GSchK 1744). 
Ablegung des Heiratseids am 18.11.1744 (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 233, 690)."
1421,"Johann Franz","Chievre","1728 h.e., 1735 h.e.",2,0,"folgt Bourmastin
1728: starb d 5ten marty successit d 6ten ejustem Johann Franz Chievre"
6157,"Heinrich","Mayerhofer","in Schönbrunn",0,0,"1781 in Schönbrunn"
3046,"Johann Georg","Perler",,2,0,"verw von Anton? 1755 gestrichen.

Ein Perler Georg heiratet am 15.4.1752 Franziska Saalin, TZ Johann Boy (Hofburgpfarre, Trauungsbuch 1749-72, 62)."
2957,"Ignaz","Fessl",,2,0,
2346,"Daniel","Görcke",,2,0,"heiratet 1745 Franziska Turrin /Torrin, erste Kammerjungfer der Obersthofmeisterin G.v. Fuchs. TZ waren Franz Anton Vogl, Med Dr., Matthias Johannes Keffer, Matthias Raming, Johannes Michael Kienmayr (GSchK 1745, P 18, 93r; Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 693)."
2243,"Andreas","Kral",,2,0,"war 14 Jahre als Corporal im Felddienst, und hat bei Turin schwere blessuren emofangen, war 6 jahre in spanien als kön heyduck und 16 jahre danch als kay sesselträger im dienst. Starb am 17. juny 1730. hinterlässt eine ca 40 jährige witwe und einen 13 jährigen Sohn (P 13, 240v)."
1388,"Anna Elisabeth","Jell, geb. Pallestrazzi",,1,0,"erst 1728 im HK. Starb am 9.7.1731. Mutter von Anna Franziska J. (1923), HK 1731."
817,"Joseph","Nosotto",,2,0,"Sohn von Sebastian N. P 9, 126v)."
551,"Matthias","Reicheneder",,2,0,"starb am 29.7.1724 (AA 1725)."
585,"Johann Karl v.","Schouppe","1732 wRat und geh. Zahlmeister der Gouvernantin der NL, Agent am Kaiserhof",2,0,"Vater von Johann Paul und Philipp Sch? 
Seit mind 1706 Kammerdiener bei M.E. (als letzter Kammerdiener im Schem.)

1734: der dl gouvernantin der öst. NL wirkl Rat und Geheimer Zahlmeister, agent actuel a la cour imperial

v"
1337,"Johann Jakob","Friederich",,2,0,"Vater von Franz Philipp F. (AA 1739, 16.12.)"
2616,"Christian August v.","Beck","Latein, 1759 Recht, auch Professor im  Theresianum",2,0,"1756 in der Latinität, dann Professor der sämtlichen Rechten und geheimer Referendarius. 1747 in das Collegium Theresianum zum Professor juris publici et feudalis mit 3000 fl aufgenomen (P 19, 267r)."
1713,"Joseph","Nusser","1735 h.e., 1735-41 s.n.",2,0,
3810,"N.","Marchand",,2,0,"starb 1747"
104,"Franz (Francesco)","Conti",,2,0,"Besoldung rückwirkend ab 1.10.1711. Ehemann der Maria Anna Continin, geb. Lorenzanin (P 11, 404v)."
1687,"Franz","Karpf","ab 1725 am Brüsseler Hof, 1746 h.e.",2,0,"15.8.1729- 11.2.1736 Kapelldiener Junge
Sohn eines Trabantenansagers (AA 1729). 
Ab 12.2. 1736 Kammerheizerjunge bei Maria Anna, ging mit in die NL (P 15, 123v). Starb am 29.8.1765 an der Wassersucht nach 39 Dienstjahren. Seine Witwe Katharina sucht um Pension an und bekommt 1/3 seiner Besoldung (P 30, 373r-v)."
2373,"Elisabeth","Haselmayer",,1,0,
2654,"Johann Anton","Sporrer",,2,0,"legt am 14.11.1748 Heiratseid mit Paulina Polbusin ab (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 230)."
1091,"Maria Anna Johanna","Philebois, geb. Scio",,1,0,"Jungfrau. Ab 1728 Ehefrau von Karl Philebois (P 12, 143r), 1732 Witwe"
5519,"Joseph","Vogl (II)",,0,0,"1805 u 1806 ungleich

ist er der Sohn des Hoftraiteurs Karl Vogl? Oder des Arztes?"
3110,"Karl (Charles) E.v.","Halouziere","1765 HRRR",2,0,
5936,"Klara","Jordan, geb. Kienberg",,0,0,"verh. Mit Paul Jordan, er Zuckerbäcker(gehilfe).
Tochter Maria Theresia Anna Clara, getauft 19.4.1807, Patin Kaiserin Maria Theresia, vertreten durch die Kammerfrau Anna Ursula Schosulan (Hofburgpfarre, Taufbuch 1755-1824, 97).
Tochter Klara, getauft 16.6.1809, Pate Joseph Richter, Strumpfmachermeister (Ebd., 102).
Tochter Elisabeth Klara, getauft 19.7.1814, Patin Theresia Richer, Gattin eines Strumpfmachermeisters zu Maria Hilf 77. (Ebd., 114)."
107,"Kilian","Reinhardt",,2,0,"Vater von Joseph Franz R. und Karl Matthias R., Großvater von Johann Franz R. (P 10, 56r). Onkel von Johann Georg (P 11, 558v). Besoldung rückwirkend ab 1.10.1711
Seine Tochter Christina heiratet 1739 Leopold Ferdinand Christian, Trauzeuge ist Gottlieb Muffat (Trauungsbuch St. Stephan 1739, 76)."
1341,"Karl Matthias","Reinhardt","Organist, 1740 s.n.",2,0,"Sohn von Kilian R."
144,"Joseph Franz","Reinhardt",,2,0,"Sohn von Kilian R, Bruder von Karl Matthias R., Vater von Johann Franz R. (P 9, 548r). Besoldung rückwirkend ab 1.10.1711. starb am 26. Sept 1727 (P 11, 739r)"
3971,"Emanuel Johann Fr.v.","Röder v. Pöla","1767 wR, 1769 RUStO",0,0,"seit mind. 12.9.1765 bei Joseph im Dienst (Arneth, Korrespondenz MT u J, Bd. 1, 128). 

Beschreibung von ihm bei Pangels, 110. war geh. Kabinettsekretär Josephs. Joseph war sehr zufrieden mit ihm, denn er sage ihm rundweg die wahrheit. Auch Beales, I, 320 spricht Röder eine ""influential position"" zu.

Starb etwa im Juli 1772.


V"
254,"Maximilian Gundacker v.","Gollhofer","1724 v., 1738 E.v., HRRR",2,0,"starb 1739, Sohn von Tobias Gollhofer d.Ä., der 1712 starb, und Magdalena G. (P 7, 503v). Vater von Tobias d.J., Karl Joseph, Maximilian und Theresia G.

Sein Vater, Tobias, war auch Hof- und Landbauschreiber (Pohl, Hofbauamt, 29).

Bewirbt sich 1736 um hofquartiermeisterstelle, wird aber nicht befördert.

V"
3874,"Christina","Moser",,0,0,"war vorher Kuchelmensch bei Eleonora, wird 1720/21 abgefertigt (AA 1720).

War offenbar auch Mundköchin Gehilfin im gewesten Kaiserspital, starb am 3.5.1774 mit 85 Jahren (Hofburgpfarre, Sterbebuch, 1755-1824, 30)."
4260,"Franz Ludwig G.v.","Thierheim","1774 wK, GFZM, 1780 GFM",0,0,"1774 wirklicher Obrister über ein Regiment zu Fuß Inf. Reg.

V"
5946,"Matthias","Sedlaczek",,0,0,"ident mit Wenzel S?"
632,"Andreas","Riedling",,2,0,"Saaltürhüter der Hofgarderobe"
4322,"Anton Ulrich v.","Ziegler","vorher Sekretär der NÖ Regierung, 1776 Rat",0,0,"Bruder von Karl Leopold (P 35, 174), damit auch Sohn von Joachim Karl (P 31, 238v).
1771 eig. s.n., aber davon steht im HK nix mehr, bekommt die Zahlung seines Bruders von 400 fl aus dem geh. KZA (P 35, 174).

V"
1633,"Johann","Reback (Noback)",,2,0,
1925,"Andreas","Lachner (Lechner)","1763-67 jubil.",2,0,"1721 verlassenschaftsabh seiner Frau."
1559,"Johann Adam","Münzer","1775 h.e.",2,0,
112,"Karl (Carlo)","Menga",,2,0,"Italiener, mit I.M. der Kaiserin aus Spanien gekommen."
570,"Bernhard v.","Massella",,2,0,
3077,"M.","Mageogh",,2,0,
1714,"Johann Karl","Newen, E. v. Newenstein (Neuenstein)","1735 h.e., 1733 E.v. Newenstein (1745 im HK), HRRR",2,0,
439,"Maria Theresia G.v.","Fugger Babenhausen, geb. G.v. Fugger Kirchberg","Witwe, ab 1719  in Sachsen",1,0,"mit EH Maria Josepha als Obersthofmeisterin nach Sachsen abgereist. Witwe."
3814,"Maria Anna v.","Kesslern v. Leichtenburg",,1,0,"Tochter von Barbara v. K. Und Schwester von Katharina v. K. (OMaA Test 634, 1735/7). 

Heiratet am 27.1.1743 einen Karl Leopold v. Kaus (Kautz), kön Postverwalter von Brünn. In Beisein der Majestäten incognito, EH M. Anna, M. Magdalena, Franz Stephan. TZ waren Ignaz v. Koch, geh. Sekretär, Joseph v. Koch, HKR, Franz v. Würtz HKR und ? De Mayer, Procurator Camerae  (P 17, 299v; 
Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 670).

Die Familie ihres Mannes eit 19.4.1743 im Adelsstand mit Prädikat ""Abenthal"". (de Luca, Ignaz, Das gelehrte Österreich, 1,1, S. 234)

Sie bekommt ab 1.1.1761 vermög Versicherungsdekret 1000 fl auf die ung. Herrschaften, ihr Mann heißt (mittlerweile) Kautz v. Abenthal, Repräsentationsrat in Brünn. Sie ist wohl am 10.4.1780 gestorben (Geh. KZA 6, fol. 22, Nr. 90).

Er bekommt vermög versicherungsdekret auf die ung. Herrschaften v. 1.1.1761 (selbes wie oben) 1000 fl. dann von 1.4.1765 Quartiergeld 200 fl. keine Eintragungen (Geh. KZA 6, fol. 62 Nr. 410)."
2982,"Karl Joseph","Gussmann",,2,0,
5385,"Philipp","Körner","1797 Bassist-Substitut",0,0,
4129,"Karl Franz G.v.","Gallenberg (Calenberg)","1766 K, GFWM, 1771 h.e., wGR, GFML",0,0,"heiratet am 20.1.1757 Marianne, Tochter von Sigismund G.v. Thurn, Schwester von Franz und Anton Thurn (Arneth, Briefe MTs an ihre Kinder und Freunde, Bd. 4, 146). 

Mit Landeshauptmann von Krain, Wolf Weykhard Graf G. (1730er Jahre) verwandt? 

Wird im Dez 1771 vom Ajo zum Ome befördert (Kh-M,  1770-73, 104). 

1774 gestrichen, geht nicht mit Max auf Kavalierstour, bekommt stattdessen Pension von 4000 fl, seine Frau, Sohn und Tochter ebenfalls Geschenke (Kh-M, 1774, 17).
Bekommt im Jan. 1775 das Großkreuz des St. Stephansordens (Kh-M, 1775, 57)."
4578,"Joseph","Peltinger (Pöltinger)",,0,0,"lt adressen im schem 1785 sind die zwei joseph peltinger der ung und der gal garde nicht dieselbe person."
3245,"Thomas","Ussner","1744-45 s.n",2,0,"verw mit Sebastian U?

Starb 1749/50 (P 20, 510r)."
61,"Johann Georg","Ebmer","1722 h.e., 1747 h.e., 1748 v.",2,0,"Besoldung rückwirkend ab 1.10.1711. 1722 und 1747 handschriftlich umgetragen. Starb 1748.
Ist Tz für die Hochzeit von Tobias Enneser und Katharina Erlinger am   31.1.1718. Andere TZ waren Norbert Spindler, Johann Georg Bock, (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 394). 
ist TZ für die Hochzeit Johann Lipp mit Maria Eva Fragnerin (?) am 14.11.1723 und für die Hochzeit Johann Rauschmayrs mit Maria Anna Kunin, Witwe, am selben Tag. (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 732)."
2523,"Charlotte v.","Wobeser geb. Kisenau","1747 h.e.",1,0,"Aufnahme als djh kammerfrau bereits 1743 (ZA SR 44). 

1757 gestrichen, heiratet als cameraria regia der Eh Johanna am 9.11.1757 Hieronymus Comes Boldrini. TZ sind Franz I., versch. 
Sie selbst als L.B. Baronin bezeichnet!!! Außerdem kein hinweis dass sie schon mal verheiratet war. 

Vielleicht kammerfrau und kammerdienerin zwei versch. Personen? Oder ist das in Kinderhofstaaten egal ob verh., ledig od verw.?"
756,"Joseph","Zängl (Zangel)","1722 h.e.",2,0,"KS: 1.7.1713- 31.1.1721
(1713 aus Sp gekommen). Ist mit einem versicherungsdekret auf seine Stelle in Spanien geblieben, und bei seiner Ankunft in Wien aufgenommen worden.

HAK: 1.2.1721- 11.5.1731

HK: 12.5.1731- 10.5.1740 (gest)

als Kellerschreiber: 
1719: +2 Kellerdiener
1 Kellerbinder
1 Eistrager
1720 ebenso"
517,"Simon","Haydmayr","1722 h.e.",2,0,"1722: + 2 Kellerdiener, 2 Kellerbinder, 1 Eystrager
1723 ebenso, aber nur 1 Kellerbinder
1726 ebenso
1730 wieder 2 kellerbinder

KS: 1.2.1721- 21.2.1731 



HK: 22.2.1731-27.3.1731 (gest) nur 1 Monat im neuen Amt!"
3789,"N. Fr.v.","Scribenski",,2,0,
966,"Albert Eugen Fr.v.","Przichowsky",,2,0,
970,"Johann Fr.v.","Chotek",,2,0,
1584,"Christian Fr.v.","Vizay",,2,0,
1600,"Karl Fr.v.","Tänzell",,2,0,
1601,"Gottlob Ruban Fr.v.","Hörle",,2,0,
2415,"Johann Baptist Fr.v.","Cejka",,2,0,
6212,"Joseph","Hupp",,0,0,"bekommt 1782 Kleidergeld! (OMeA Akten, K. 2, 1782, Nr. 40)."
1963,"Anna Maria de","Vos",,1,0,"Witwe von Jakob de Vos.

Starb am 1.5.1739 (Hofburgpfarre, Sterbebuch, 1648-1755, 2).

Eine Anna Maria de Vos erbt 1745 was von Appollonia Francisca v. Dallenberg, weil sie ihre Mämb ist (so wie Maria Theresia de Vos) (OMaA test 637, 1745/8)."
4996,"Georg","Verlet v. Löwengreif","1802 Rat",0,0,
3173,"Jakob","Müntzer",,2,0,"Seine Frau Susanna Müntzerin war die Amme des EH Max und der Eh Therese (Geh. KZA 6, fol. 24). Nach dem Tod Müntzers heiratet sie ca. 1776 wieder, den Leiblakaien Jakob Kieffer(Küffer), (P 38, 320v) 

Sie hat deshalb die Almosen für ihre Kinder verloren, will die wiederhaben. Ihre 5 Kinder bekommen 5 fl Almosen aus der Hofkammer Gerhab für ihre 5 Kinder, davon 3 unmündig, ist Thomas Slaveck, Leiblakai.(AA K. 82, 1778)"
5630,"Alois Fr.v.","Hager","1793 K, wGR, FML",0,0,"v"
5026,"Karl","Fritz",,0,0,"stirbt 1797 (Schem 1797, Änderungen)"
5579,"N.","Hell","Witwe nach Stephan H.",0,0,"stirbt 1797 (Schem 1797, Änderungen). Entweder führt jemand ihr geschäft weiter oder hofkalender hat die änderung bis 1799 nicht mitgekriegt."
4841,"Franz Ernst","Seeder","1795 Rat",0,0,
4583,"Anton","Brandl",,0,0,"1780 nicht namentlich"
3757,"Isabella G.v.","Salmour, geb. Lubinski","1763 Witwe (eig. Seit 1759)",1,0,"seit Jänner 1763 im Dienst (Pangels, 41).
Nahe Verwandte des Fürsten Primas von Polen, geb. 4.1.1711, verh. 28.5.1752, StKO 14.9.1735
ihr Mann 1759 gestorben.
Wird 1781 mit vollen Bezügen pensioniert (P 41, 146v).

Hält brieflichen Kontakt mit Poniatowski (wg poln. Teilung) und hat polit. Interesse an Geschicken ihres Vaterlandes (Arneth, GMT, VIII, 62).

Hat eine gleichnamige Tochter, die am 1.9.1756 geboren ist und am 1.9.1778 August Anton v. Attems geheiratet hat. Am 6.2.1783 verstarb sie (MT an Ferd, Arneth, Briefe MT an ihre Kinder, Bd. 2, 12)."
2029,"Tobias Veit","Danner","1737 h.e., 1737-43 s.n.",2,0,
3628,"Franz","Deissens",,2,0,
1359,"Johann Jakob","Maurer","Titular-Leibchirurg",2,0,
3849,"Johann Georg","Klaussner",,0,0,
2295,"Johann Georg","Pfeiffer","1737 h.e.",2,0,"1741 bekommt er eine Pension von 100 fl nebst der besoldung (Prot 17, 39v)."
3664,"vacat","vacat",,0,0,
5955,"N.","Pichler","Prof. der Math., 1804 L, 1805 OL",0,0,
3340,"Johanna","Ruber, geb. Dobenz",,1,0,"Seit 1745 Ehefrau von Franz Ruber (P 21, 223v; (Hofburgpfarre, Tauf-, Trauungsbuch, 234), schon vorher im Hofdienst.

1751 Entlassung wg Unterschlagung von Hofservietten, soll in niederen Diensten wieder angestellt werden (P 21)."
2333,"Polixena","Dobenz, geb. Hillingeder","ab ca. 1747 verheiratet",1,0,"Tochter von Katharina H. (P 19, 11r). 1746 gestrichen, da sie in der neuen hoftafelwäsche-kammer die hofküchen- und zuckerbäckereiwäsche machen soll (P 19, 11v).

Eine Johanna Dobenzin heiratet 1743 Franz Ruber (Hofburgpfarre, Tauf-, Trauungsbuch, 234)!"
6210,"Bernhard","Wolfmayr",,0,0,"bekommt 1782 Kleidergeld (OMeA Akten, K. 2, 1782, Nr. 40)."
1505,"Franz Joseph","Würffel v. Reutterfeld","1727-39 s.n.",2,0,"ist mit einer Anna Elisabeth W.v.R, geb. Ponzau verheiratet. Haben zwei Söhne, heißen Franz Karl und Johann Baptist. 
Starb im Sept 1743 (Test. 637, 1743/14
Er bestellt Franz Gaun, Vizekontrollor, zum Gerhaben für den noch nicht volljährigen Johann Baptist. (OMaA 637, 174314). 
Sein Sohn Johann Baptist W.v.R. heiratet 1752 eine Johanna Gartner (GSchK, Ehesachen, 1752/6)."
3921,"Leopold","Le Noble, E.v. Edlersberg",,0,0,"Sohn von Jakob Andre, 
fehlt im Schem. 1769. wird 1770 zum zweiten Mobilieninspektor weil der Vater krank war. Der Vater starb 1775, er selbst starb 1792 (Ottilinger, Kais. Interieurs, 19)."
1292,"Elisabeth","Dier, geb. Wismüller","ab Nov. 1715 verh.",1,0,"heiratet am 22.11. Karl Joseph v. Dier (Test. 1748/43, Hofburgpfarre, Tauf- und Trauungsbuch, 1619-1755, 368).

Eine Anna Wismüllerin heiratet 1738 Johann Ott (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 733).

Elisabeth v. Dier ist Taufpatin für die Tochter von Johann Joseph Wolck, Maria Elisabeth Franziska, getauft 3.9.1746, (Hofburgpfarre, Tauf-, Trauungsbuch 1619-1755, 162)."
2582,"Johann Georg","Spenkuch","1747 h.e.",2,0,"er und flader sollen ab 1767 die arbeit unter sich verteilen und beide die inventur unterschreiben. (Alte Akten K. 70 (1767), Nr. 30)."
3681,"vacat","vacat","Philos., Gesch., Geogr.",0,0,
3651,"Joseph Johann Michael","Holzer","Bürg. Fleischhacker",2,0,
5956,"Peter","Palm","Prof. der Artillerie u. Fortifikationswesen, 1805 OL",0,0,
3542,"Theresia","Riegler (Kigler)","1762 h.e.",1,0,"Vertritt MT als Taufpatin bei der Taufe der Tochter des Hofapothekers Wenzel Czerny, Maria Theresia Josepha, am 29.10.1778  (Hofburgpfarre, Taufbuch, 1755-1824, 49)."
3536,"Charlotte (Karolina) Fr.v.","Reischach","1762 h.e.",1,0,"geb. 1740 in Nancy, heiratet 25.4.1770 Franz de Paula v. Dietrichstein, den Neffen JJ Kh-Ms. 
Wird 1771 Mutter von Maria Theresia D. (verh. Mit Ernst Christoph Harrach), später Franz Xaver Joseph D. und Aloisia D. Gest. 1782 (geneall)."
3535,"Antonia G.v.","Kollowrath","1762 h.e.",1,0,
3531,"Peter","Dentz",,2,0,
3530,"Venantio","Weinanz",,2,0,
3527,"Andreas","Müller","1762 h.e.",2,0,
3526,"Joseph Michael","Zuner","1762 h.e.",2,0,
3513,"Johann Andre","Albrecht","1762 h.e.",2,0,"bittet 1791 um Anstellung seines Sohnes beim Hofbauamt (OMeA SR 66, Albrecht)"
3497,"Thomas","Slawick","1762 h.e.",2,0,
3478,"Christian Augustin","Unger","1762 h.e., für M. Anna u. M. Christina",2,0,"Aufnahme 1762 als erzherzogl. Büchsenspanner (für EH M. Anna und M. Christina, P 27, 911v)."
3477,"Konrad","Ebert","1762 h.e.",2,0,"Aufnahme im Feb 1762 statt Daniel Ellenberger (P 27, 706r)."
4990,"N.","Bayer","Witwe nach Joseph B.",0,0,"v"
4367,"Franz","Krische","1772-75 s.n.",0,0,
1676,"Maria Franziska","Kempf (Knöpf) v. Angerth, geb. Blumenthal","1728 h.e.",1,0,"1728: succedierte an initio anni 1728 Maria Franziska Knöpfin von Angerth, geborene von Blumenthall"
5554,"Johann","Wallon",,0,0,"+ 1 Kanzleidiener"
2043,"Michael","Schröck","1737 SJ, BV-Socius Maria Theresias",2,0,
